17	세이프룻 강남점	37.493685971962	127.030999778338	세이프룻 강남점	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F383696CD52F14A4B8068BE240A1F9060	서울 강남구 역삼로 109	02-6953-7389	\N	4.0	매일 09:00 ~ 24:00	https://www.instagram.com/safe_fruit_gangnam	2024-03-30	\N	0
18	콩스커피 역삼점	37.50742620434237	127.0375834028551	콩스커피 역삼점	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FD04D1A95AF7B4CC3864C985099520248	서울 강남구 봉은사로38길 12	02-6487-0197	\N	0.0	NULL	NULL	2024-03-30	\N	0
19	엔젤카페 강남1호점	37.4992654441335	127.029278615838	엔젤카페 강남1호점	\N	NULL	서울 강남구 테헤란로5길 7	NULL	\N	5.0	NULL	NULL	2024-03-30	\N	0
20	아지트2룸카페	37.5005903391618	127.027548848379	아지트2룸카페	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB9ACC3407F0145D8B8C026740CACA1E7	서울 강남구 강남대로98길 10	02-565-8110	\N	2.5	NULL	NULL	2024-03-30	\N	0
21	투엘카페	37.505714097247306	127.0321470433786	투엘카페	\N	NULL	서울 강남구 논현로105길 25	02-6082-2121	\N	0.0	월~금 10:00 ~ 22:00 / 토,일 10:00 ~ 23:00	NULL	2024-03-30	\N	0
22	로우키엑스알 GS타워점	37.5017951214542	127.036947263154	로우키엑스알 GS타워점	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FC01859D1F10547CABB5167C1BD22D8CE	서울 강남구 논현로 508	NULL	\N	5.0	월~금 08:00 ~ 17:00	https://lowkeycoffee.com/	2024-03-30	\N	0
23	매머드익스프레스 테헤란로중앙점	37.5021539784723	127.044080206832	매머드익스프레스 테헤란로중앙점	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F6A1755F4BABA47EE846E041C0456A010	서울 강남구 언주로 432-10	02-554-0348	\N	4.3	월~금 07:30 ~ 17:00	https://www.instagram.com/mmthex348/	2024-03-30	\N	0
24	해머스미스커피 아래역삼점	37.4950510176177	127.039936094265	해머스미스커피 아래역삼점	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB550996D3D1C45D29819D1ABC126BE77	서울 강남구 논현로 334	070-7819-0953	\N	0.0	월~금 07:00 ~ 19:30 / 토,일 10:30 ~ 19:30	http://www.hammersmith.co.kr/	2024-03-30	\N	0
25	고품격커피공장 역삼점	37.5007284804966	127.033418307285	고품격커피공장 역삼점	\N	NULL	서울 강남구 강남대로94길 75	0507-877-3116	\N	4.6	월~토 09:00 ~ 24:00	https://events.passorder.co.kr/100won-k	2024-03-30	\N	0
26	마이요거트립 강남역삼점	37.4958375914116	127.039951213946	마이요거트립 강남역삼점	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB1291F19BAD3482799DD385D301326A6	서울 강남구 역삼로 204	NULL	\N	5.0	매일 16:00 ~ 01:00	NULL	2024-03-30	\N	0
27	커피트리	37.4972103640726	127.038322384525	커피트리	\N	NULL	서울 강남구 논현로 415	NULL	\N	5.0	NULL	NULL	2024-03-30	\N	0
28	플렌티	37.493658937598	127.031015598372	플렌티	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_367466832	서울 강남구 역삼로 109	NULL	\N	4.4	화~금 08:00 ~ 20:00 / 토 12:00 ~ 20:00	http://www.instagram.com/plenty.seoul	2024-03-30	\N	0
29	제이나인커피	37.49161972059836	127.03190806329994	제이나인커피	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6FE5A2C04816481EA4A3EE53D7AA6392	서울 강남구 강남대로66길 14	010-3617-9170	\N	0.0	월~금 07:00 ~ 18:00	NULL	2024-03-30	\N	0
30	바이몽트	37.4937860239894	127.039876618969	바이몽트	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6F41D919EC8C4C8EB38BD20751567A5C	서울 강남구 논현로 319	NULL	\N	0.0	NULL	NULL	2024-03-30	\N	0
31	타이니브라운	37.5048588738402	127.03586530422	타이니브라운	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD007F310FFBD4C35A21A727382BBF05E	서울 강남구 논현로102길 8	NULL	\N	5.0	월~금 09:00 ~ 17:30 / 토,일 09:00 ~ 16:30	NULL	2024-03-30	\N	0
32	탐앤탐스 에그탐탐역삼점	37.5016243701286	127.038393626526	탐앤탐스 에그탐탐역삼점	\N	NULL	서울 강남구 테헤란로 205	02-3453-5103	\N	0.0	매일 00:00 ~ 24:00	https://www.tomntoms.com	2024-03-30	\N	0
33	주시브로스 강남파이낸스센터점	37.5000508749445	127.036622967188	주시브로스 강남파이낸스센터점	\N	NULL	서울 강남구 테헤란로 152	NULL	\N	1.0	월~금 08:00 ~ 19:00	NULL	2024-03-30	\N	0
34	메머드익스프레스 역삼역한라빌딩점	37.5025515568671	127.035340577776	메머드익스프레스 역삼역한라빌딩점	\N	NULL	서울 강남구 테헤란로25길 30	NULL	\N	0.0	NULL	https://mmthcoffee.com	2024-03-30	\N	0
35	발렙(BARLAB)	37.5049070765787	127.042646624353	발렙(BARLAB)	\N	NULL	서울 강남구 언주로98길 12	NULL	\N	0.0	NULL	NULL	2024-03-30	\N	0
36	돌스트	37.4965905681375	127.038023524799	돌스트	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F64429990ACF04AE5A003B5BD2862262A	서울 강남구 논현로75길 8	NULL	\N	3.7	월~금 08:00 ~ 17:00	https://www.instagram.com/dorstcoffee/	2024-03-30	\N	0
37	카페H.O	37.4927669490058	127.034247019056	카페H.O	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F7EBA591A95394EE18731DFC49FEFCE5F	서울 강남구 역삼로8길 21	02-565-6352	\N	5.0	월~금 09:00 ~ 19:00 / 일 12:00 ~ 16:00	NULL	2024-03-30	\N	0
38	더블컵	37.4915489501539	127.036704754163	더블컵	\N	NULL	서울 강남구 도곡로13길 6	02-554-6727	\N	5.0	NULL	NULL	2024-03-30	\N	0
39	르와지르	37.5089287893349	127.043669102045	르와지르	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3D1A89EF8DD546B68B81A0054F9100F2	서울 강남구 선릉로107길 7	NULL	\N	1.0	NULL	https://www.instagram.com/loisirboutique_	2024-03-30	\N	0
40	디얀타로	37.5007634998969	127.026820607441	디얀타로	\N	NULL	서울 강남구 강남대로 428	NULL	\N	0.0	NULL	http://www.dhyan.shop	2024-03-30	\N	0
41	영커피 역삼점	37.4921539103282	127.032304062793	영커피 역삼점	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2B7EBEA9918D4534AF7443390A507103	서울 강남구 역삼로4길 22	NULL	\N	0.0	NULL	NULL	2024-03-30	\N	0
42	만랩커피 역삼래미안점	37.4973424453387	127.051182546976	만랩커피 역삼래미안점	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F0AA943B9E01E4856BDD7B3EDF0A71594	서울 강남구 선릉로69길 19	02-552-5436	\N	4.3	매일 08:00 ~ 23:00	http://www.10000lab.com/	2024-03-30	\N	0
43	씨티카페 BMS점	37.4956190206662	127.032893586923	씨티카페 BMS점	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FACA6C77404384379ADBC09D4C2B44622	서울 강남구 역삼로7길 22	02-566-1743	\N	3.8	월~금 07:00 ~ 23:00 / 토,일 09:00 ~ 22:00	https://www.instagram.com/citticaffe/	2024-03-30	\N	0
44	더커피브라운	37.5058685755	127.033915969665	더커피브라운	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F214D29435172556115	서울 강남구 논현로105길 5	02-555-9894	\N	0.0	NULL	http://www.thecoffeebrown.com	2024-03-30	\N	0
45	바니커피	37.495208815296245	127.03045535064128	바니커피	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F11E4136BAF9D48A28164A822CD8E711A	서울 강남구 테헤란로4길 46	0507-1326-8389	\N	0.0	월~금 09:00 ~ 21:00 / 토 10:00 ~ 17:00	https://bunnycoffee.modoo.at	2024-03-30	\N	0
46	에그스팟	37.50002717681843	127.04279312720526	에그스팟	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_2127893619	서울 강남구 테헤란로38길 40	02-538-1748	\N	4.2	월~금 08:00 ~ 19:00	http://blog.naver.com/egg_spot	2024-03-30	\N	0
47	위니아스토리카페	37.50526901088999	127.0480438457768	위니아스토리카페	\N	NULL	서울 강남구 선릉로93길 5	NULL	\N	0.0	월~금 07:00 ~ 21:00	https://www.instagram.com/winia_story_cafe/	2024-03-30	\N	0
48	리브릭 타워300점	37.4968281889285	127.029411104389	리브릭 타워300점	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FE5EAD399942D4583AC9DC485F5C7F681	서울 강남구 테헤란로2길 21	02-501-0120	\N	4.5	월~금 07:00 ~ 22:00 / 토,일 09:00 ~ 21:00	https://rebrik.co.kr	2024-03-30	\N	0
49	바나프레소 선릉점	37.50471201554658	127.04385891023765	바나프레소 선릉점	\N	NULL	서울 강남구 언주로98길 26	070-4512-0287	\N	2.0	월~금 08:00 ~ 17:00 / 월~금 라스트오더 ~ 16:30	https://www.banapresso.com	2024-03-30	\N	0
50	더치앤빈 역삼역점	37.4992690128973	127.035935007176	더치앤빈 역삼역점	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F2D31916220404B3E94F82386A3F050AA	서울 강남구 테헤란로26길 14	02-565-3353	\N	5.0	월~금 07:00 ~ 21:00 / 토 10:00 ~ 17:00	http://www.dutchandbean.com	2024-03-30	\N	0
51	타미하우스 역삼역점	37.4975673908207	127.037612387227	타미하우스 역삼역점	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDA3B9F2351364F91BCAB306C97E4E53B	서울 강남구 논현로79길 7	02-2051-7942	\N	3.0	NULL	NULL	2024-03-30	\N	0
52	라바게트 역삼점	37.495555925626746	127.04403788033846	라바게트 역삼점	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F77FE6CD24A4147779E28E4751A62CB2A	서울 강남구 언주로67길 19	NULL	\N	5.0	월~금 08:00 ~ 20:00 / 토,일 09:00 ~ 19:00	https://labaguette.kr/	2024-03-30	\N	0
53	카페드몽슈슈 선정릉점	37.5097291606445	127.042907245401	카페드몽슈슈 선정릉점	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1797896488	서울 강남구 봉은사로 328	02-566-1271	\N	5.0	NULL	NULL	2024-03-30	\N	0
54	비유어거트	37.4977274262053	127.029279146213	비유어거트	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fd235628979263aaddc318577cc41ffa56dc12c9f%3Foriginal	서울 강남구 테헤란로4길 6	02-566-1116	\N	3.9	월~금 08:00 ~ 20:00 / 토 10:00 ~ 20:00	NULL	2024-03-30	\N	0
55	줄리안스브레드	37.5063493515565	127.031978797978	줄리안스브레드	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBC657FC70B0543E3AC88FBBBBA946554	서울 강남구 봉은사로 156	NULL	\N	0.0	월~금 07:30 ~ 18:30 / 토 07:30 ~ 14:30	NULL	2024-03-30	\N	0
56	커피에반하다 역삼디오빌점 스마트카페	37.5014580116109	127.042689899318	커피에반하다 역삼디오빌점 스마트카페	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F7A0C07ECEFDF4F36AAE2DB172AEF4DB7	서울 강남구 언주로 427	070-4493-7699	\N	0.0	매일 00:00 ~ 24:00	https://coffeebanhada.com	2024-03-30	\N	0
57	통통커피	37.4961752144866	127.040696616347	통통커피	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD16F180F8AAE409C8CAD07554B127C39	서울 강남구 역삼로26길 3	NULL	\N	5.0	월~금 08:00 ~ 20:00 / 토 10:00 ~ 19:00	NULL	2024-03-30	\N	0
58	라운지 희움	37.505036904967234	127.0307816696302	라운지 희움	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F546EAAED5F794F15A6622FA0B8CEF2DC	서울 강남구 봉은사로18길 15-5	070-4126-1234	\N	5.0	화~토 11:00 ~ 21:00	https://www.instagram.com/lounge_heeum/	2024-03-30	\N	0
59	티클라우드 바이마키아티 역삼점	37.4949798844759	127.0370275862	티클라우드 바이마키아티 역삼점	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F81924E80C17C4C10A543559BFEBBEFF9	서울 강남구 역삼로 164	02-548-8511	\N	0.0	NULL	NULL	2024-03-30	\N	0
60	빽다방 강남역지하도점	37.49802059995652	127.0278453221759	빽다방 강남역지하도점	\N	NULL	서울 강남구 강남대로 지하 396	02-3452-3989	\N	3.4	월~금 06:30 ~ 21:30 / 토 08:00 ~ 20:00	http://www.paikdabang.com	2024-03-30	\N	0
61	앤드커피	37.4956079182295	127.033920375632	앤드커피	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB608FAE4E22941CC8F5EE90A2D4558F1	서울 강남구 역삼로9길 24	02-552-6022	\N	4.5	매일 09:00 ~ 21:00	https://www.instagram.com/and_coffee_y/	2024-03-30	\N	0
62	바나프레소 역삼시티점	37.498138004539626	127.03371117855748	바나프레소 역삼시티점	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F393883E42B9449738C879B65A5FCD41A	서울 강남구 논현로85길 52	070-8998-8956	\N	4.0	월~금 07:00 ~ 20:00 / 월~금 라스트오더 ~ 19:30	https://www.banapresso.com/	2024-03-30	\N	0
63	케이크컴퍼니	37.499184647286	127.02806853854	케이크컴퍼니	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FA4D5384CD57E44D3BD9B004D4E4B5793	서울 강남구 강남대로94길 10	NULL	\N	1.0	NULL	NULL	2024-03-30	\N	0
64	헬로에이치스페이스	37.5062177882936	127.038108707366	헬로에이치스페이스	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F18CE9284883D4825AAAFAB5615B935AA	서울 강남구 봉은사로38길 32	02-555-5285	\N	0.0	월~토 11:00 ~ 20:00	https://instagram.com/hellohspace	2024-03-30	\N	0
65	빈티지38	37.50332070773805	127.02613616873472	빈티지38	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ff867fbf76c5648d49f6ed741e848fa7879bbbdb1%3Foriginal	서울 강남구 봉은사로2길 21	NULL	\N	3.5	NULL	NULL	2024-03-30	\N	0
66	스토어인스토리	37.5031311989534	127.037309823415	스토어인스토리	\N	NULL	서울 강남구 테헤란로27길 27	02-720-1379	\N	0.0	NULL	NULL	2024-03-30	\N	0
67	조수경라이브클럽	37.50468241465796	127.035408309226	조수경라이브클럽	\N	NULL	서울 강남구 논현로 542	NULL	\N	0.0	NULL	NULL	2024-03-30	\N	0
68	커피데스크	37.5046369358732	127.042198608125	커피데스크	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5628ECFB9BA94F2692B467CE3665B688	서울 강남구 언주로 514	NULL	\N	5.0	월~금 08:00 ~ 24:00 / 토,일 10:00 ~ 18:00	NULL	2024-03-30	\N	0
69	커피볶는zip	37.49549744014953	127.03580202389216	커피볶는zip	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F94A6FE102BEE481A9106C218E7A0C2F4	서울 강남구 역삼로17길 9	010-3256-4243	\N	5.0	월~금 08:30 ~ 18:00	NULL	2024-03-30	\N	0
70	아카에이치에스 커피	37.49550787394998	127.03074722581822	아카에이치에스 커피	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F96FD851B03B243A7A86B6AEE4BE6DDE1	서울 강남구 테헤란로4길 46	NULL	\N	4.5	월~금 07:00 ~ 22:00	NULL	2024-03-30	\N	0
71	쿠키프렌즈카페	37.5032860708126	127.027880074998	쿠키프렌즈카페	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FB63B967BFA2A4AD1AEAD311DD48F9694	서울 강남구 강남대로102길 35	02-555-8340	\N	4.0	NULL	https://www.instagram.com/cookiefriends.official	2024-03-30	\N	0
72	이디야커피 역삼월드점	37.4983708904663	127.04809370787	이디야커피 역삼월드점	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FA47ABBED04154B4AB24C9C92AB3ABFBE	서울 강남구 역삼로52길 14	02-566-6705	\N	3.8	월~금 08:00 ~ 22:00 / 토,일 09:00 ~ 21:00	http://www.ediya.com	2024-03-30	\N	0
73	015COFFEE	37.5012120305836	127.027560385932	015COFFEE	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6E781DFB96AE4963ADBEC650F8D1490E	서울 강남구 봉은사로18길 84	NULL	\N	3.6	NULL	NULL	2024-03-30	\N	0
74	매머드익스프레스 역삼언주로점	37.5009289040578	127.040753479915	매머드익스프레스 역삼언주로점	\N	NULL	서울 강남구 언주로85길 32	NULL	\N	5.0	월~금 07:00 ~ 17:00 / 토 10:00 ~ 15:00	http://www.mmthcoffee.com	2024-03-30	\N	0
75	위싱웰	37.502399727661725	127.0368469081021	위싱웰	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1A3BCAE0098C42AABB04C4D6E01A366A	서울 강남구 논현로94길 5	070-8836-9759	\N	5.0	월~금 08:00 ~ 19:00 / 토,일 12:00 ~ 18:00	https://www.instagram.com/wishingwell_allday/	2024-03-30	\N	0
76	파운드커피 역삼점	37.5003205601613	127.032575604243	파운드커피 역삼점	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F44B361DFEF344EB992CB127E29AE208F	서울 강남구 테헤란로13길 10	02-555-8449	\N	4.7	월~금 08:00 ~ 20:00 / 토,일 09:00 ~ 20:00	NULL	2024-03-30	\N	0
77	일리카페 오렌지나인점	37.5076498331634	127.037014616163	일리카페 오렌지나인점	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE27E02069F1E44209D5C624DEC9B0ADB	서울 강남구 언주로107길 26	02-508-1251	\N	4.0	매일 10:00 ~ 22:00	http://illycaffe.co.kr/	2024-03-30	\N	0
78	타이지엔 선릉역점	37.5042212719949	127.045437443031	타이지엔 선릉역점	\N	NULL	서울 강남구 테헤란로47길 8	02-552-2750	\N	2.4	NULL	https://www.instagram.com/taizen_seolleung/	2024-03-30	\N	0
79	카페자스 역삼점	37.5007653427083	127.033696527009	카페자스 역삼점	\N	NULL	서울 강남구 테헤란로19길 10	070-8129-4455	\N	4.0	NULL	http://cafejass.co.kr	2024-03-30	\N	0
80	아리스타커피 역삼초교점	37.4919036645941	127.031435520519	아리스타커피 역삼초교점	\N	NULL	서울 강남구 강남대로66길 7	02-557-1411	\N	4.3	일요일	http://www.aristacoffee.co.kr/	2024-03-30	\N	0
81	콜렉티보 강남파이낸스센터점	37.5000256705937	127.036546053913	콜렉티보 강남파이낸스센터점	\N	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F34786EF2E6A0469B8F61C1675215BB20	서울 강남구 테헤란로 152	NULL	\N	4.2	월~금 08:00 ~ 20:00	https://www.instagram.com/colectivo.coffee	2024-03-30	\N	0
