cafe_name	nickname	rating	content	profile	created_date	collected_date
알베르	🧃	1.0	에스프레소 5,000원	http://t1.daumcdn.net/local/kakaomapPhoto/profile/58a60c5048efc32addb134a9f9f3fdf93471f0cf?original	2023-12-03	2024-03-29
알베르	칭찬공장장 간공장장	4.0	가보고싶은곳ㅎ곧가야지	http://t1.daumcdn.net/local/kakaomapPhoto/profile/9d8bbce73b795ff54f90f014df36f5dc8ae89f19?original	2023-11-14	2024-03-29
알베르	까다로운사람	2.0	지저분하고 커피맛도 그냥그렇고 시럽도 안섞여있고..	http://t1.daumcdn.net/local/kakaomapPhoto/profile/08b903dbb42b0959ad727a02e163792ef116ace2?original	2023-11-04	2024-03-29
알베르	thuy	5.0	NULL	http://t1.daumcdn.net/local/kakaomapPhoto/profile/8e5437426ab4af7f63529e51c5c71acb42721d9e?original	2023-10-22	2024-03-29
알베르	맛집매니아	3.0	맛은 없지만 인테리어 굿!!	http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg	2023-10-22	2024-03-29
알베르	김종찬	4.0	NULL	http://th-p.talk.kakao.co.kr/th/talkp/wkpyPElTB9/AKSb7qZKnMKpVMwuDuwv20/x7nuji.jpg	2023-10-20	2024-03-29
알베르	큐리	1.0	알바들 역대급으로 싸가지없음일하기 싫으면 그만두고 집에서 쉬었으면 좋겠다일하긴싫고 돈은 벌어야되고 ^^.. 표정부터 말투까지 쓰레기같은 불친절함. 여긴 진짜 망했으면 좋겠다.	http://t1.daumcdn.net/local/kakaomapPhoto/profile/b298e7c57ec09e9aff7f4cdac37831caef220a15?original	2023-10-19	2024-03-29
알베르	S	5.0	대형카페가 관리가 잘 안되어 청결하지 못하지만 커피는 맛있고 사진찍기도 좋아요. 넓어서 좋아요!	http://t1.daumcdn.net/local/kakaomapPhoto/profile/eefc8c9d4a8c0a20c54af1e39a39947b75603055?original	2023-10-19	2024-03-29
알베르	ㄱ박혜랑	5.0	10년째 가는 카페대형카페	http://k.kakaocdn.net/dn/NvHCq/btqHEFNHnQ6/S59R4oLqytDQRwWTGbYrxk/img_640x640.jpg	2023-10-15	2024-03-29
알베르	eunjoy	1.0	스콘은 돌처럼 딱딱하고 서걱서걱한 식감에티라미수는 과자 남은 부시레기에 크림만 가득합니다.. 가격도 강남이라 그런지 비싸고 외관만 예뻐요..	http://t1.daumcdn.net/local/kakaomapPhoto/profile/03d92c3aa49e519e2e85d87dfed71b1e96a1e98b?original	2023-10-10	2024-03-29
알베르	카프	1.0	라떼가 이상한 맛이 나요 아메리카노는 탄맛이 좀 마니 나요 말차쿠키는 진하지않내요 내부가 엄청 넓은건 좋아요	http://t1.daumcdn.net/local/kakaomapPhoto/profile/af8d528920dccd356847d1e118cd6269c8397a06?original	2023-09-28	2024-03-29
알베르	STAFF ONLY	3.0	정말 넓은데 사람도 너무 많다는 밑에분 공감... 자리잡기가 너무 힘든	http://t1.daumcdn.net/local/kakaomapPhoto/profile/3620f1673ce53d7415d212923a7335c8daa4111d?original	2023-09-25	2024-03-29
알베르	.	5.0	NULL	NULL	2023-09-18	2024-03-29
알베르	헬로	1.0	여기 알바생들인지 사장들인지 엄청 불친절해진거같더라구요 분위기나 공간은 너무 좋은데 그런게 많이 아쉬워요😭 그리고 최대 단점이 맛이 없습니다..	http://t1.daumcdn.net/local/kakaomapPhoto/profile/7b0f0fb960e7f1606fd36382877aae388fb09b90?original	2023-09-08	2024-03-29
알베르	뉴진스의하입보이요	5.0	맛있고 분위기가 너무 좋았어요	http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg	2023-09-08	2024-03-29
알베르	LHH	5.0	NULL	http://th-p.talk.kakao.co.kr/th/talkp/wkMYg66lkq/cR0oDP4TSBbZkJOSjW4Er0/enrozv.jpg	2023-08-29	2024-03-29
알베르	xxxxi	5.0	NULL	http://t1.daumcdn.net/local/kakaomapPhoto/profile/853e1b0eac050698183a767dc9ec14753cc73beb?original	2023-08-28	2024-03-29
알베르	마법소녀	5.0	NULL	http://t1.daumcdn.net/local/kakaomapPhoto/profile/91b258ff09f50ef388703dc2c9a70b2c8dd04b93?original	2023-08-27	2024-03-29
알베르	마동석	2.0	공간은 넓고 쾌적.근데 비싸고 맛 없음	http://t1.daumcdn.net/local/kakaomapPhoto/profile/c2bf65345010b465254bdd90f4a48eabcf79069f?original	2023-08-25	2024-03-29
알베르	슈퍼루피	2.0	공간은 넓고 쾌적. 근데 맛업더	http://t1.daumcdn.net/local/kakaomapPhoto/profile/323c1805e17e92603ab02905f2f33bf888a3e958?original	2023-08-19	2024-03-29
알베르	냠냠	4.0	음료나 디저트 평범한데 카페가 커서 좋음	http://t1.daumcdn.net/local/kakaomapPhoto/profile/840ee18d31f37356ae1ff244b7eb8299201e9a2d?original	2023-08-14	2024-03-29
알베르	ㅎㅇ	5.0	NULL	http://t1.daumcdn.net/local/kakaomapPhoto/profile/8dccb459880c9ef8d73e338a00a6edfc95f43c58?original	2023-08-01	2024-03-29
알베르	곽세영	3.0	NULL	https://p.kakaocdn.net/th/talkp/woqaXfW0Vf/N44PsG8MXIbZRv0aMcGmx1/cgpud4_640x640_s.jpg	2023-07-31	2024-03-29
알베르	마루	3.0	카페 넓고 쾌적해요	http://th-p.talk.kakao.co.kr/th/talkp/wkO2vgzq5E/UwCzr2TxIUqjMtKJxA70K1/60m1ep.jpg	2023-07-23	2024-03-29
알베르	민영	3.0	NULL	NULL	2023-07-11	2024-03-29
알베르	jp	1.0	NULL	http://th-p.talk.kakao.co.kr/th/talkp/wkUaQftU1n/w3Djr3A7SUdmMq7kGcXUB0/leuc6i.jpg	2023-07-01	2024-03-29
알베르	가나다랅	1.0	NULL	http://k.kakaocdn.net/dn/cmmWah/btqAIQi2FNu/W8ip1wY2e9baaZPGRbsjK1/img_640x640.jpg	2023-06-17	2024-03-29
알베르	밀로	4.0	인생네컷?이랑 보조배터리 충전판매하는게 신기했음ㅋㅋ티라미수 진짜 찐 티라미수맛!!	http://t1.daumcdn.net/local/kakaomapPhoto/profile/057b26b8b9a4aeaa1a80f3fe6c7a623f0e081c13?original	2023-06-16	2024-03-29
알베르	귤	5.0	뷰가 초록초록 예쁘네요.	http://t1.daumcdn.net/local/kakaomapPhoto/profile/2e2e19015dc2191470872401a7d510045436dd38?original	2023-06-13	2024-03-29
알베르	Enha	2.0	지하1층 ~ 3층까지 상당히 큰 카페.베이커리류도 있었으나 배가 너무 불러 패스.알베르 시그니처랑 아메리카노 디카페인 한잔커피를  좋아하지 않는 편인데. 이날 아침에 투썸에서 마신 커피보다 별로였다는.시그니처는 솔트카라멜과 아이스크림 조합으로 무난 한듯 하나.  개인적으로 간단하게 마시는 방법이나 문구 짤막하게 주면 좋지않았나 싶음.시그니처는 개인적으로 가격대비 수준은 아닌듯.지하층에서 마셨는데 향냄새가 강해서.향 싫어하는분은 1층 이상 이용 추천	http://t1.daumcdn.net/local/kakaomapPhoto/profile/4b1b6966a1ab7baecda46e4096f03e9ae7ed969d?original	2023-06-10	2024-03-29
알베르	.	2.0	NULL	http://t1.daumcdn.net/local/kakaomapPhoto/profile/d746ee12f8cd2a304a8f16609cd4520516b2dbaa?original	2023-06-09	2024-03-29
알베르	준	3.0	테라스에 앉아서 밖에 사람들 지나다니는거 구경하면서 커피 한 잔하기 딱 좋습니다 :)	http://th-p.talk.kakao.co.kr/th/talkp/wkKffCzm7F/l11KWzfKukkkVFfZdkxzm0/vttacy.jpg	2023-06-07	2024-03-29
알베르	뇸뇸	3.0	외관은 이쁜데 내부는 그닥,, 굳이 재방문은 안 할곳,,,	http://t1.daumcdn.net/local/kakaomapPhoto/profile/3bc564081656ae27dee2b311e3c12152775cde84?original	2023-06-03	2024-03-29
알베르	동동이	5.0	이게 정말 강남에 있는 카페인지 두 눈을 씻고봐도 놀라워요! 카페 분위기 너무 좋고 커피도 맛있었어요 ㅎㅎ 강남 오면 추천드립니다🤗	http://t1.daumcdn.net/local/kakaomapPhoto/profile/1b7e44b7ae904bbde0145dcf0a7dcfbb5b9132b2?original	2023-05-26	2024-03-29
알베르	스트레스젠더	5.0	언덕 위에 있어서 가기 힘들고, 음료나 디저트가 조금 비싸지만, 커피도 맛있고 분위기가 좋고 사진 스팟이 많아서 좋아요. 친구 데리고 오기 좋음	http://t1.daumcdn.net/local/kakaomapPhoto/profile/841c7158c382a103249991e49fbb1fb23bfb7530?original	2023-05-25	2024-03-29
알베르	채은	5.0	NULL	NULL	2023-05-13	2024-03-29
알베르	하다	5.0	디저트와 커피 다 맛있고 특히 디카페인이 있다는게 좋아요! 좌석 많고 인테리어나 분위기 다 좋습니다. 다만 인기가 많다보니 사람 많은 주말엔 자리 찾기가 조금 어려울 수도 있어요.	http://t1.daumcdn.net/local/kakaomapPhoto/profile/1227c054d1c2ee91e01575ab9df7c1582e23f370?original	2023-05-07	2024-03-29
알베르	지원	5.0	NULL	https://p.kakaocdn.net/th/talkp/woEEjvKJZj/8UiG2nYIEkXR9ILSNdscxK/e3b6g3_640x640_s.jpg	2023-05-04	2024-03-29
알베르	꺄랄루	3.0	정말 넓은데도 사람이 너무 많습니다 ㅜ ㅜ	http://t1.daumcdn.net/local/kakaomapPhoto/profile/fe4cddd0bfc0d6c686446e9e52963e6e7b082676?original	2023-04-23	2024-03-29
알베르	지니	5.0	NULL	http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg	2023-04-16	2024-03-29
알베르	ㄱㄷㅎ	4.0	NULL	NULL	2023-03-20	2024-03-29
알베르	냠냠	5.0	친구 만날때 좋아요! 매장이 넓어서 아주 좋은데 그만큼 사람도 많긴 합니다	http://t1.daumcdn.net/local/kakaomapPhoto/profile/0c8aefaf2b6ff6a90acd44d9b6665b7a95076157?original	2023-03-15	2024-03-29
알베르	양은정	3.0	공부하기엔 좋은데 커피는 맛없어요ㅠ.ㅠ	https://p.kakaocdn.net/th/talkp/woyqbcKbsj/u28HnOKZLASskb3PxkSFUk/m4fsxr_640x640_s.jpg	2023-03-12	2024-03-29
알베르	.	3.0	장점 : 매장이 넓어서 답답하지 않다. 자리가 있는 경우가 많다. 단점 : 음료, 베이커리 다 맛없다. 특히 얼그레이파운드케이크먹었는데 인생에서 가장 맛없는 파운드 케이크여서 황당했다.	http://t1.daumcdn.net/local/kakaomapPhoto/profile/b5725fbdd360cdbcd8d8999f85be6b16f124b021?original	2023-02-24	2024-03-29
알베르	맛집러	2.0	NULL	http://t1.daumcdn.net/local/kakaomapPhoto/profile/8c283b8c0f9e4da210de3436b6d7d5b66f8fb734?original	2023-02-20	2024-03-29
알베르	werrr	3.0	NULL	http://t1.daumcdn.net/local/kakaomapPhoto/profile/1a4e1ff2ff9035c01817beb68466589d0f03d146?original	2023-02-18	2024-03-29
알베르	김민지	1.0	무화과 스콘에 무화과 씨만 있어요..ㅠㅠ	http://t1.daumcdn.net/local/kakaomapPhoto/profile/087e18417d31d346bf61c20c157591c0a3a79df4?original	2023-02-12	2024-03-29
알베르	김아싸	3.0	카페가 커서 좋아요	http://t1.daumcdn.net/local/kakaomapPhoto/profile/3fd6d7989113075e74bf2a4ee007e4fcfb50d6ee?original	2023-02-06	2024-03-29
알베르	은지	2.0	NULL	https://p.kakaocdn.net/th/talkp/wogKbgJHOt/7XAIYwBXZcKUxGAKZCKccK/r2i1kg_640x640_s.jpg	2023-02-06	2024-03-29
알베르	후루룩	3.0	NULL	http://t1.daumcdn.net/local/kakaomapPhoto/profile/4cabfe72fb66049667fb8931e668170b727eb6f9?original	2023-02-05	2024-03-29
알베르	아무튼 그럼	2.0	공간은 엄청 큰데 테이블이 대부분 쫘라락 나열되어 있어서 약간 닭장같은 느낌. 친절X	http://th-p.talk.kakao.co.kr/th/talkp/wkLfq4dNqI/9vXKA31BlE0KTIyWcxB4j0/2v2enp.jpg	2023-01-28	2024-03-29
알베르	cercle	3.0	NULL	http://k.kakaocdn.net/dn/kAt3n/btquXyT19Pt/BolBjX0iQfcsttkudsKpyK/img_640x640.jpg	2023-01-19	2024-03-29
알베르	J	3.0	NULL	http://t1.daumcdn.net/local/kakaomapPhoto/profile/920bd23e7e878c006010f805ce9e52fb9dae4cc8?original	2023-01-17	2024-03-29
알베르	혜인✋	1.0	히비커스차는 풍선껌 단물빠져서 씹뱉하고 물한모금 먹는 맛,  얼음 개많음 돈주고 얼음샀음 브라우니 말라빠져서 공기 중에 7일 놔뒀다 먹는 맛강남이라 이렇게 장사해도 잘 되나보다.강남에 카페차릴려면 그냥 자본만 있음 되는 듯 ㅋㅋㅋ최고! 이렇게 그지같은 카페 첨 봄중국 베트남보다 못해...강남 카페가....	http://k.kakaocdn.net/dn/cFyIit/btqGFs4kZaJ/WdsZg70mB4P02KDgd5kMwK/img_640x640.jpg	2023-01-15	2024-03-29
알베르	기봉	4.0	큰거빼고 그냥..	NULL	2023-01-13	2024-03-29
알베르	ㅇㅇ	1.0	불친절한 직원들 제발 교육 좀 시켰으면 좋겠네요	http://t1.daumcdn.net/local/kakaomapPhoto/profile/aa68e3fd69cf8e6ef97a4efeece042dff7113800?original	2022-12-09	2024-03-29
알베르	강남	1.0	직원들 CS교육을 북한에서 받았나 겁나게 친절해버리네요잉^^*	http://t1.daumcdn.net/local/kakaomapPhoto/profile/6818d2c6e91e984872c9413c439cb0a2062f4ba7?original	2022-11-27	2024-03-29
알베르	평균3점대공정리뷰	2.0	NULL	http://t1.daumcdn.net/local/kakaomapPhoto/profile/c2de3cbc3d669f8e28fc410336228ba986c93fe4?original	2022-11-17	2024-03-29
알베르	뿅	4.0	NULL	http://k.kakaocdn.net/dn/vTTbL/btq3KwWM2Qz/SC5atG26Il9vYHXHbHbop1/img_640x640.jpg	2022-11-06	2024-03-29
알베르	ㅇ	5.0	NULL	http://k.kakaocdn.net/dn/MIjrm/btrBsFGoJ1n/ZkH96xI0ZQf0slLgOjPhhK/img_640x640.jpg	2022-10-16	2024-03-29
알베르	범계기미상궁	5.0	날씨가 좋아 야외테라스에서 마셨는데 너무 좋았고 티라미수 맛있었습니다.	http://t1.daumcdn.net/local/kakaomapPhoto/profile/8c4bff76ef51ca8349401ef80b94edd3cef902f8?original	2022-10-07	2024-03-29
알베르	향락스	4.0	NULL	http://t1.daumcdn.net/local/kakaomapPhoto/profile/b9c37d29f996f480c4f24d93b9819769c19e686b?original	2022-10-01	2024-03-29
알베르	뚜뚜	5.0	카페 엄청 크고 넓어서 좋다!! 생각보다 잘 되어있는 시설 개인적으로 혼자 왔다가도 좋을듯 👍	http://t1.daumcdn.net/local/kakaomapPhoto/profile/3679525f281c5c8535cd5f1291b15f0cc3e4b47d?original	2022-09-14	2024-03-29
알베르	cnhjb	4.0	NULL	http://t1.daumcdn.net/local/kakaomapPhoto/profile/6ce87e0a2c7ee41054a9da6200b68d9ae9a687f6?original	2022-09-06	2024-03-29
알베르	푸른하늘	1.0	말 안하면 매장취식 시에도 일회용 테이크아웃컵에 주네요; 제로웨이스트 실천하실 경우 꼭 머그잔에 달라고 요청하시길..	http://t1.daumcdn.net/local/kakaomapPhoto/profile/4fc55a9bd1a5a91a1be8068ca53522da563c1861?original	2022-09-03	2024-03-29
알베르	ㅋㅆㅇ	3.0	NULL	http://t1.daumcdn.net/local/kakaomapPhoto/profile/54f4944428d8f9dc12fc2488a5df1a18ad5050cc?original	2022-09-03	2024-03-29
알베르	미각세포	3.0	브라우니 엄청 꾸덕꾸덕해서 좋았어요!	http://t1.daumcdn.net/local/kakaomapPhoto/profile/369ae01b3edf579705fb298ee5b6a82cd1679010?original	2022-09-02	2024-03-29
알베르	티에스	5.0	분위기 짱 좋고 특히 지하 공간이 이 카페의 진가입니다. 꼭 가보세요 ㅎㅎㅎ	http://t1.daumcdn.net/local/kakaomapPhoto/profile/09097307740dc044e0a016806f98eaa35e26dcbe?original	2022-08-25	2024-03-29
알베르	Alex	3.0	NULL	http://t1.daumcdn.net/local/kakaomapPhoto/profile/1add7582ae40b424edd93f1abe76a89fc2dbdf2e?original	2022-08-19	2024-03-29
알베르	내맘대로맛집평가	5.0	맛은모르겠고 커서 5점	http://t1.daumcdn.net/local/kakaomapPhoto/profile/e38b04c22aebb1662103ac8cda8ca887b447ec55?original	2022-06-27	2024-03-29
알베르	아농	2.0	여자 직원 매우 불친절함단호박파운드케이크 맛있음	http://th-p.talk.kakao.co.kr/th/talkp/wkLD5Mtn5r/zxkTNBRge8KpGjctySYxSK/qn58o9.jpg	2022-06-17	2024-03-29
알베르	이혜인	2.0	패션후르츠에이드만 먹을만하다티류도 맛없다자리가 넓어서 가는 곳	http://th-p.talk.kakao.co.kr/th/talkp/wkPj01IdJU/yUSz8Bf4IFSelVqkXFOxb0/6hovwt.jpg	2022-06-11	2024-03-29
알베르	니나니뇨	2.0	인테리어 나쁘지 않은데 야외 테라스에 천막 하나도 없어서 햇빛 쨍쨍할때 무척 덥고 직사광선 때문에 나가있을수가 없어요 컨셉이 천막없는 카페라면 어쩔수 없는데 카페 이용시 불편했어요 그리고 와이파이 비밀번호가 따로 적혀있지 않아서 카페 직원분한테 물어봤는데 남자직원 2명인가 3명 정도 되는 분들 비밀번호 말로만 빠르게 설명해주고 두번은 못묻게 하는 불친절한 태도여서 정말 별로였어요 (그리고 나머지 분들의 태도도 그리 좋지 않았습니다.) 다시 물어볼까 하고 생각했는데 왜 또 물어보냐는식이어서 진짜 별로였습니다 음료는 맛있었는데 케이크와 티라미수는 크림이 80프로라 좀 느끼했어요 생일에 맛있는 케이크를 디저트 삼아 먹으러 간건데 좀 실망한 부분은 어쩔수 없네요그리고 저도 제대로 알아보지 못한 잘못도 있네요인테리어와 음료때문에 별점 1점씩 드립니다	http://t1.daumcdn.net/local/kakaomapPhoto/profile/31f302c205eb619062533658f4ea8c0c7a09e870?original	2022-05-28	2024-03-29
알베르	nanee	5.0	NULL	http://th-p.talk.kakao.co.kr/th/talkp/wkD8jK1yhC/Rz9HYq9BWPMaPdhTvADwg1/htkpok.jpg	2022-05-06	2024-03-29
알베르	마손	5.0	서울 안에서 보기 힘들었던듯한 대형 카페. 토요일 오후 2시 되니 사람 꽉 참. 새가 빵부스러기 먹는 것을 가까이에서 구경할 수 있음.	http://t1.daumcdn.net/local/kakaomapPhoto/profile/17375f820e4501d0fd09b30c6ba51302bb356841?original	2022-04-30	2024-03-29
알베르	JW	1.0	기대를 갖고 들어갔으나 일단 커피가 맛이  별로였고  스콘도 맛이  없었음 게다가 직원들도 불친절해서	http://th-p.talk.kakao.co.kr/th/talkp/wk6i0cO8Y8/4r34Yx1ifeWth5LKXIm8Ck/rdrxw2.jpg	2022-04-23	2024-03-29
알베르	최지훈	5.0	NULL	NULL	2022-04-04	2024-03-29
알베르	sun	5.0	맛 ㄱㅊ	http://t1.daumcdn.net/local/kakaomapPhoto/profile/4edd9ffb9d93b172a76424e0d00f9ea2ae6dc9f5?original	2022-04-02	2024-03-29
알베르	김이김이	2.0	매장은 넓어서 얘기하기 좋은데 커피가 너무 별로에요	http://t1.daumcdn.net/local/kakaomapPhoto/profile/cb58b3ec9cb2b087dd890b0a3e90301a08868194?original	2022-03-06	2024-03-29
알베르	솜	5.0	넓고 이야기하기 좋은 곳	http://t1.daumcdn.net/local/kakaomapPhoto/profile/f705c92619e28bc108ac2081d359bc2e3e273536?original	2022-01-25	2024-03-29
알베르	Kennth	1.0	불친절하고 맛 별로임. 이게 티라무슈야? 크림무슈인가? ㅉㅉ	http://th-p.talk.kakao.co.kr/th/talkp/wkHr69BDgw/qrdTKdkg1Ex2eFkedTwIT0/pjb6zs.jpg	2022-01-09	2024-03-29
알베르	박시연	1.0	맛없어요	http://k.kakaocdn.net/dn/7oFqs/btq3ucdpyd6/iZMA4ZHoCF3JsckVrDNgC1/img_640x640.jpg	2022-01-08	2024-03-29
알베르	ㅡ	5.0	NULL	http://t1.daumcdn.net/local/kakaomapPhoto/profile/ce3de1369a80344781a23637f4d238243ef54426?original	2022-01-07	2024-03-29
알베르	라블리	5.0	카페가 엄청 커서 너무 좋구요 담요같은 것도 잘 비치돼있어요	http://k.kakaocdn.net/dn/b3gsrQ/btqA1PRFMRt/wG98MepsWzmsZcDZU07rN0/img_640x640.jpg	2022-01-03	2024-03-29
알베르	강정호	2.0	인테리어는 예쁜데 관리가 안 되어 지저분함. 청소 불량. 그리고 밀크티 정말 맛없음.	http://th-p.talk.kakao.co.kr/th/talkp/wknoQyFDcm/R7EJppyoNlKSIIBU1jmyiK/oadwdd.jpg	2022-01-01	2024-03-29
알베르	지은	4.0	여름에 가면 파릇파릇하고 예쁠거같아요.친절은 잘 모르겠어서 별 하나 뺐어요!그냥 무심한 느낌!	http://t1.daumcdn.net/local/kakaomapPhoto/profile/73163a9f532f64f0b2ab0ce42410cd00b378e8e6?original	2022-01-01	2024-03-29
알베르	west	4.0	일단 공간이 넓어서 좋고 티라미수 맛집	http://th-p.talk.kakao.co.kr/th/talkp/wk59rBAZBl/BKadp2Zvn9E9t5icjGrlN1/r0flmr.jpg	2021-12-03	2024-03-29
알베르	L	5.0	NULL	http://t1.daumcdn.net/local/kakaomapPhoto/profile/043abd3f4d020004298c3a2519155cb64315f0f3?original	2021-11-20	2024-03-29
알베르	반별돌	5.0	매장이 이쁩니다.	https://p.kakaocdn.net/th/talkp/wmmMjm0J7w/FU6umYvBtyFWHWKskkGKEk/n52lye_640x640_s.jpg	2021-11-19	2024-03-29
