cafe_name	nickname	rating	content	profile	created_date	collected_date
정월	어둠의미식가	NULL	조용한 카페 검색해서 방문했는데 조용하지 않았어요. 커피는 맛있었습니다. 화장실이 남녀공용이라 좀 찜찜했습니다.	https://myplace-phinf.pstatic.net/20221204_294/16700881545179h7av_JPEG/52a02b6989edf.jpg	2024-02-17	2024-03-29
정월	펠리시티	NULL	음료는 나쁘지않은데 안쪽 자리 너무 소리가 울려서 옆테이블에서 시끄럽게해서 대화가 안되요	https://myplace-phinf.pstatic.net/20221204_35/1670142086021lm8od_JPEG/98EC2258-A7E9-4883-8B9B-A9017473A748.jpeg	2024-03-09	2024-03-29
정월	행복한이기주의자71	NULL	외관은 낡고 오래된 느낌.. 여기 계단 청소는 전혀 안하시나봐요? 사장님이 상주하고 계시지 않아서 인지 까페 내, 외부 청결에 대해서는 거의 방치된 수준이어서 낡은 까페 외관과는 자연스러웠습니다. 손님 먹고 일어나도 머무는 동안 누구하나 테이블 닦는 거 못봤네요; 새 테이블인줄 알고 앉았다가 음료나 빵 부스러기 그대로 남아있어서 다른 자리로 옮겼는데 상황은 비슷하네요. 음료와 빵만 판매할 게 아니라 그래도 사람들이 머물고 이용하는 곳인데 기본적인 위생관리는 했으면 합니다. 벌레들 사체들도 그대로 방치되어 있고.. 지금까지 다녔던 식당, 까페 모두 통틀어서 역대급으로 지저분.. 화장실 문은 왜 활짝 개방해두신건지? 들어갔는데 1,2층 모두 변기들이 딱 반겨서 좀 놀랬습니다. 관리 시급	https://phinf.pstatic.net/contact/20150119_169/142163862442299yaE_JPEG/IMG_20141013_025203.jpg	2023-10-25	2024-03-29
정월	미친치와와	NULL	말차샷라떼가 유명하다고 해서 먹어봤는데 맛있었어용. 사장님이 오는 인원수대로 주문하는지 일일히 확인하고 주문여부 확인하시믄서 1인 1주문 하는지 체크하시는게 완준 꼼꼼하셨어요;; 점심에 회사분들과 잠깐 들리거나 모르고 커피 마시고와서 안시켰따가 따로 불러내셔서 민망하였어용; 참고하세요 근디 맛있어용	https://phinf.pstatic.net/contact/20201120_34/1605848526410RsULQ_PNG/image.png	2023-11-06	2024-03-29
정월	Som9463	NULL	직원분께서 친절하시고, 가게가 공간이 아늑하고 예쁩니다.✨   다만 사람이 많을 경우 화장실 이용이 기다려야 해서 조금 아쉽습니다. 하지만 재방문의사는 있습니다 !  대화하기에 편하고 조명의 조도가 좋습니다. :) 테라스도 있어서 좋네요~~ 다양한 자리가 있습니다.  나중에 또 들리겠습니다~~	https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png	2023-11-04	2024-03-29
정월	아이니뿅뿅	NULL	주말 저녁에 여유롭게 대화 즐기고 왔어요~~~ 아인슈페너 맛있어요 ㅎㅎ	https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png	2023-10-21	2024-03-29
정월	yeloong	NULL	예전에 와보고 싶었는데 사람이 많아서 못 오다가 오늘 사람이 없어서 방문했습니다. 빵이 맛있어보였는데, 빵은 못 먹었고 음료만 먹었어요. 커피는 원두를 고를 수 있었고, 깔끔한 일반적인 커피 맛이었습니다. 복숭아에이드는 복숭아 알갱이들이 안에 있었고, 어디서 먹어본 듯한 복숭아 음료수 맛이었어요. 분위기가 참 좋더라구요.  분위기때문에 재방문 의사 있어요.	https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png	2023-09-20	2024-03-29
정월	뿡 ㅇㅅㅇ	NULL	맛있다고 하자	https://phinf.pstatic.net/contact/20210825_174/16298645954149zFQE_JPEG/%C7%C1%B7%CE%C7%CA.jpg	2024-01-01	2024-03-29
정월	2makne	NULL	좋아요	https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png	2024-03-21	2024-03-29
정월	Kanyeus	NULL	커피는 맛있구요! 디저트류는 그냥 무난한정도입니다!	https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png	2023-11-19	2024-03-29
정월	말 랑 콩 떡	NULL	🍵 말차 아인슈페너 + 아인슈페너 + 버터 밀크 큐브  🍵 맛 - 말차 아인슈페너: 말차로 된 아인슈페너는 처음이었는데 맛있었어요! 위에 초록 가루는 말차 초콜릿입니다!  - 아인슈페너: 우리가 아는 아인슈페너 맛이었어요 맛있어요 - 버터 밀크 큐브: 빵 안에 슈크림(?)이 들어있고 달달하니 맛있어요 ㅎㅎㅎ  🍵 분위기 - 복층으로 공간이 넓고 나무 인테리어로 다정한 분위기예요! 넓은 책상있는 공간에서는 카공하기도 좋습니다만 콘센트가 조금 멀리 있어 충전기를 꽂기 조금 어려워요	https://myplace-phinf.pstatic.net/20230904_243/1693825694593fkgaU_JPEG/48546A02-D925-43D8-8446-BF71656FA2F9.jpeg	2023-08-01	2024-03-29
정월	또도링5	NULL	디저트 커피 무난히 맛있었는데 디저트 가격보고 살짝 놀라긴했어요 ㅋㅋㅋㅋ ㅜㅜ 강남이라 어쩔수없겠죠 겉에서볼땐 한적하니 사람 많이 없는줄 알았는데 안에 들어가니 자리도 많고 사람도 많더라구요 ㅋㅋ 원두 선택할 수 있어 좋았습니다!	https://myplace-phinf.pstatic.net/20231210_88/1702169839026XCs9W_JPEG/IMG_9549.jpeg	2023-07-23	2024-03-29
정월	뭘봐내맴이야	NULL	아이스아메리커노 산미 있는거 츄천 	https://myplace-phinf.pstatic.net/20220627_5/1656301170471ah1yV_JPEG/KakaoTalk_20210906_153352778.jpg	2024-02-22	2024-03-29
정월	집나간꼬뷰기	NULL	아인슈페너 꼭 드세욥😆 혼자 오랜만에 쉬는 날이라 카페왔는데 넘 좋아요 책도 잘 읽고 힐링하고 가야겠습니당 굳굳 	https://phinf.pstatic.net/contact/20200921_271/1600658839672ClraS_JPEG/F9B4E2AE-6008-472C-99E2-6DE799FBAF34.jpeg	2023-11-27	2024-03-29
정월	ktkim1121	NULL	애장하는 카페. 강남 갈때 마다 들려요!! 녹차 수국, 말차슈패너 완전 추천	https://phinf.pstatic.net/contact/20210111_296/1610371606207gEcX1_JPEG/IMG_6093.JPG	2023-11-13	2024-03-29
정월	돼지Run	NULL	날씨 좋아서 야외자리 앉았는데 사진도 잘나오고 이야기하기에도 넘 좋았어용 최고!!! 커피랑 저 네모초코빵도 짱맛>0< 내부도 자리마다 느낌 다 다르고 분위기도 좋았어요ㅎㅎ 화장실 딱 한 칸인건 좀 아쉽ㅠ	https://myplace-phinf.pstatic.net/20220809_166/1660019495833gjcCb_JPEG/947BE548-E4C5-41FE-B503-9889F86CB58B.jpeg	2023-10-11	2024-03-29
정월	Julie7777	NULL	사람많고 화장실 하나라  좀 불편하긴 했는데 2층자리는 괜찮음 음료 비싸지만 먹을만함	https://phinf.pstatic.net/contact/20210510_49/1620655305445umM83_JPEG/20180729_125554.jpg	2023-09-17	2024-03-29
정월	나무늘보v	NULL	디저트도 많고 깨끗하고 좋아요	https://phinf.pstatic.net/contact/20201109_71/1604912220321fLzUC_JPEG/KakaoTalk_20201109_175608638.jpg	2023-10-01	2024-03-29
정월	MARINA S	NULL	커피는 맛있는데, 다른 매장에 비해서 디저트 퀄리티가 조금 아쉽네요.	https://phinf.pstatic.net/contact/20180917_207/1537111015011tBpM0_JPEG/image.jpg	2023-11-13	2024-03-29
정월	che****	NULL	주택개조카페로 나무나무한 인테리어가 좋았어요~ 커피가격은 비싼편이고 맛은 쏘쏘 여자화장실이 좀 불편한 편이에요,,	https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png	2023-12-16	2024-03-29
정월	U J I N	NULL	대나무로 된 테라스 날좋을때 야외서 커피먹기 좋은곳이에요🤗 내부는 고즈넉한 인테리어로 되있어서 공간도 분리되있어 방해받지 않고 대화하기 좋은 공간입니다. 황치즈버터바와 아메리카노 조합 추천드립니다!	https://phinf.pstatic.net/contact/20220822_186/1661159733603rAuWt_JPEG/0000033374_001_20170724124235584.jpg	2024-03-05	2024-03-29
정월	코코는우리집강아지	NULL	차분한 분위기를 느낄수 있는 카페.  다른 카페와 다르게 이곳은 매장에 들어서자마자 인테리어에서 느껴지는 아늑한 느낌을 받을 수 있다. (살짝 어두운 조명은 차분하고 편안한 느낌, 가정집을 개조한듯한 구조) 커피는 산미 있는것과 없는것 중 선택 가능하며, 맛과 향이 나쁘지 않다. (에이드는 가격대비 아쉬움) 외부에도 테이블이 잘되어 있어서 날만 좋으면 나가서 즐기기 좋을듯.	https://myplace-phinf.pstatic.net/20230526_102/1685083885433mFLyk_JPEG/8C85682A-B876-4C1B-A648-A8C21D4AE1FF.jpeg	2023-08-05	2024-03-29
정월	뽈뽈 돌아댕기는 ESTJ	NULL	인테리어 멋있고 음료가 독특한테 좀 헤비해요. 단 거 좋아하는 제 친구는 좋아하더라구요. 디저트 맛있었어요!	https://myplace-phinf.pstatic.net/20230916_200/1694866675208snT9p_JPEG/IMG_7386.jpeg	2023-08-17	2024-03-29
정월	누또링	NULL	카페 분위기 짱 좋음!! 인테리어 멋지구 대화하기 좋아용	https://phinf.pstatic.net/contact/20210909_50/1631177829438PKm3A_JPEG/8EAD50F0-C222-49DC-B6FC-DCA85CC71666.jpeg	2023-11-22	2024-03-29
정월	쏘냥리뷰어	NULL	주문한 메뉴는 잘못나왔지만 맛있게 잘 먹었어요	https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png	2023-10-19	2024-03-29
정월	다원콩	NULL	말차 아인슈패너(₩8000) 달지 않은 말차 라떼 + 달달하고 넉넉한 양의 부드러운 크림 쫀득하지는 않음 + 말차초콜릿이 올라가 있어요 커피를 못 먹는데 말차 아인슈패너라니 딱 제 스타일이었어요 🥰 굉장히 좌석이 많고 야외, 1층, 2층까지 있고 방마다 조금씩 다르기에 둘러보고 원하는 것에 앉으시면 될 것 같아요 !	https://phinf.pstatic.net/contact/20220127_291/1643293502197HYsse_JPEG/KakaoTalk_20220123_134918981_01.jpg	2023-07-31	2024-03-29
정월	wjddjsl	NULL	맛있는데 알바생들이 불친절해요. 빨대랑 포크도 제대로 안주시고 주문받을 때 말투 등 센스가 부족해요. 빨대랑 포크 가지러 갔을 때 서비스도 불친절하고 넘 별로였어여 재방문의사는 없습니다~	https://myplace-phinf.pstatic.net/20231202_46/1701528918776yO7kY_JPEG/IMG_6449.jpeg	2023-10-09	2024-03-29
정월	Ninnni	NULL	테이크아웃으로 밀크티 먹었어요. 맛있음!	https://myplace-phinf.pstatic.net/20220601_141/1654087380697jbghr_JPEG/2583FD93-1019-4430-B519-D96BC1744218.jpeg	2023-10-14	2024-03-29
정월	woongcar1112	NULL	굳	https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png	2024-03-07	2024-03-29
정월	비타민젤리	NULL	깔끔하고 괜찮았어요	https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png	2023-12-03	2024-03-29
정월	Helena026	NULL	나름 코지한 분위기의 카페. 하지만 직원분들이 좀 무뚝뚝한 느낌 받았어요	https://phinf.pstatic.net/contact/20210906_58/1630895580381lnkRI_JPEG/profileImage.jpg	2023-11-05	2024-03-29
정월	Beyondthetime	NULL	내부 인테리어가 사진찍기 좋음. 외부테이블은 날씨좋을때는 괜춘하고 디저트와 음료가 맛남	https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png	2023-09-09	2024-03-29
정월	Drjhu	NULL	일부러 블로그 검색하고 찾아간곳인데요. 너무 더럽네요. 세스코 손비누기계는 아예 꺼놨는지 되지도 않고 테이블도 더럽고 벌레죽은거(사진 올리고 싶은데 토나올거같아서 생략합니다) 왜그렇게 많은지요. 리뷰쓰기전에 다른분들꺼 봤는데 깨끗하다는글 있던데 그분들은 카페는 아예 안다녀보셨나봐요.바로 옆에 주차공간있어서 주차했는데 한참 뒤 주차하면 안된다고 공영에 대라고 하네요. 들어오자마자도 아닌 한참뒤에 차 주인 누군지 찾아서 빼라고 하는 곳은 또 처음입니다. 근처에 공영은 없고요 티가 안나서 모르셨나본데 임산부 임에도 언덕까지 올라가서 대고 왔습니다. 아니 티가 났어도 달라지진 않았을거 같네요. 임산부 여부를 떠나서 이렇게 대처하고 관리하는 카페 처음이고 살면서 더러워서 다시 가기싫은곳은 처음이네요	https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png	2023-10-25	2024-03-29
정월	윤검바	NULL	이젠 몇번째 오는지도 모르겠는 강남역 카페!	https://phinf.pstatic.net/contact/20211109_103/1636435817488zcjKS_JPEG/image.jpg	2023-10-01	2024-03-29
정월	주랑얌	NULL	매장 분위기가 정말 이뻐요	https://phinf.pstatic.net/contact/20211103_200/1635922679433VxCam_JPEG/image.jpg	2023-08-18	2024-03-29
정월	모눈84	NULL	특이한 메뉴라서 시켰는데 차 종류는 비추천합니다 테이크 아웃하면 할인을 해 줘서 좋은데 매장 인테리어가 좋아서 다음엔 매장에서 커피 메뉴를 먹어보고 싶네요 드립은 일찍 마감 한다고 하니 방문하실 때 시간 확인 필요합니다	https://phinf.pstatic.net/contact/55/2015/6/18/wp6543_1434630710742.jpg	2023-09-10	2024-03-29
정월	angssen	NULL	일본풍 가옥 느낌의 운치있는 정월 강남카페~ 말차가 유명하다고 해서 말차샷라떼와 말차쿠키 주문했어요~~말차 쿠키 왜이리 짠가요!! 말차쿠키는 실패 ㅜㅜㅎㅎ 분위기는 좋고 이야기하기 좋고 아늑해요	https://myplace-phinf.pstatic.net/20230120_251/1674225636643rfxo0_JPEG/20221119_120926.jpg	2023-08-01	2024-03-29
정월	카르페디엠1145	NULL	집을 개조한 형태의 카페에요! 말차가 유명한 집인듯 해요~ 일본식 느낌이 나는 외,내부입니다. 날 좋을 때 밖에 앉으면 너무 좋을 것 같아요! 디저트는 가격이 있는편이에요ㅠ 케이크도 조각이 작더라구요. 말차라떼 맛있었어요! 추천추천:) 디카페인 원하시는 분은 더치커피로 구비되어 있으니 참고하세요^^	https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png	2023-05-27	2024-03-29
정월	sto****	NULL	굿	https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png	2024-03-23	2024-03-29
정월	윤검바	NULL	이젠 몇번째 오는건지 안 셉니당🤭	https://phinf.pstatic.net/contact/20211109_103/1636435817488zcjKS_JPEG/image.jpg	2023-10-02	2024-03-29
정월	돝호리냠	NULL	예쁘고 맛있어요	https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png	2023-10-02	2024-03-29
정월	yuj****	NULL	굿	https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png	2024-03-16	2024-03-29
정월	지니가필요하지	NULL	굿	https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png	2023-12-23	2024-03-29
정월	중경삼림	NULL	커피는 맛있고 빵은 비싸요.	https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png	2023-10-01	2024-03-29
정월	예예예예예84	NULL	인테리어 멋지고 생각보다 조용한곳	https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png	2023-09-24	2024-03-29
정월	Juuh	NULL	NULL	https://g-place.pstatic.net/assets/shared/images/icon_default_profile.png	2023-11-18	2024-03-29
