cafe_name	image_url	rating	latitude	longitude	address	tel	opening_hour	homepage_url
그레이스케일커피	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0D57C4097484466D9F3697C7DE8CE199	3.4	37.5032535497272	127.028237441604	서울 강남구 강남대로102길 38	02-565-1611	월~토 11:00 ~ 23:00 / 일 12:00 ~ 23:00	https://www.instagram.com/greyscale_coffee/
502커피로스터스 역삼점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD6E562107FB94E2A8A15219DDB2D654C	4.6	37.49971442044447	127.03489932368711	서울 강남구 테헤란로 142	02-556-0502	월~금 07:30 ~ 19:30 / 토,일 11:00 ~ 19:00	http://www.502coffee.com
스타벅스 선릉역점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDAC30C7D95D04EB18D7E3DA7BE823ECF	3.8	37.5038956552172	127.04859034788	서울 강남구 테헤란로 334	1522-3232	월~금 07:00 ~ 21:00 / 토 08:00 ~ 18:00 / 일 10:00 ~ 18:00	http://www.starbucks.co.kr
사주테라피	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2432C341559B515439	3.4	37.5096535647654	127.04266289711	서울 강남구 봉은사로 326	070-7560-1087	매일 10:00 ~ 21:00	http://sajutherapy.modoo.at
스크렘	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FDA638152325A4D628BA45D24D563F565	3.3	37.50372608718901	127.02646428623794	서울 강남구 봉은사로4길 17	NULL	월~토 12:00 ~ 22:00 / 일 12:00 ~ 18:00	https://www.instagram.com/cafe.screme/
스타벅스 강남대로점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFFE5BF5457C3430C94933375F614C05D	4.4	37.5032649716005	127.025559367137	서울 강남구 강남대로 456	1522-3232	월~토 08:00 ~ 22:00 / 일 09:00 ~ 21:00	http://www.starbucks.co.kr
소과당	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F82FA9EA8ABB8477394A00E32EB427514	2.7	37.499734261007006	127.02806874426594	서울 강남구 강남대로96길 12	02-538-8188	화~일 11:00 ~ 22:00	https://www.instagram.com/sogwadang
커피빈 강남역먹자골목점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD887BF639E2A488B9E41E16056CC1DDB	3.7	37.50009844948983	127.02729195389342	서울 강남구 테헤란로1길 29	02-552-6311	월~목 07:30 ~ 23:00 / 금 07:00 ~ 24:00 / 토 08:00 ~ 24:00 / 일 08:00 ~ 23:00	http://www.coffeebeankorea.com
투썸플레이스 강남역중앙점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8F59EF4971A74BB4A60048AEE9A34E2B	1.9	37.499418935961735	127.0279544066067	서울 강남구 테헤란로1길 16	02-558-1125	매일 11:00 ~ 21:00	http://www.twosome.co.kr
스타벅스 강남우성점	NULL	3.9	37.492329129164	127.03071652243	서울 강남구 강남대로 328	1522-3232	월~금 07:00 ~ 22:00 / 토,일 08:00 ~ 21:00	http://www.starbucks.co.kr
엑스케이프 강남점	NULL	4.2	37.50355057000109	127.02565333332532	서울 강남구 봉은사로2길 16	02-555-9366	월~금 11:00 ~ 24:00 / 토,일 10:00 ~ 01:00	http://www.xcape.kr/
스타벅스 강남비젼타워점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2609945055E006BE18	3.8	37.49649026006633	127.0296167853337	서울 강남구 테헤란로2길 27	1522-3232	월~금 07:00 ~ 22:00 / 토 07:30 ~ 21:00 / 일 08:00 ~ 20:00	http://www.starbucks.co.kr
어퍼앤언더	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7BF76982E5954CC2AC2021D5E4FE8B21	2.9	37.5027373946275	127.027726063481	서울 강남구 강남대로102길 28	NULL	매일 11:00 ~ 22:00	https://www.instagram.com/upperand_under/
테이블스 역삼점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2E027E37B1834D12B2B8C2CC42DF9F5C	3.9	37.49810192289427	127.0338559133824	서울 강남구 논현로85길 52	02-563-1144	매일 08:00 ~ 23:30	https://www.instagram.com/tablesbakery/
인포메이션카페	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F0A35FE93DEF94D569CD3AB743646EA8C	4.2	37.4940621462283	127.032657696336	서울 강남구 역삼로 121	02-2189-2046	월~금 08:00 ~ 22:00 / 토 10:00 ~ 22:00	https://www.instagram.com/information_cafe/
커피빈 강남역12번출구점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F869164BFD1874C8F807D027F0642F181	4.4	37.4988455657308	127.029316901779	서울 강남구 테헤란로 111	02-569-5838	월~금 07:00 ~ 22:00 / 토 09:00 ~ 22:00 / 일 09:00 ~ 21:00	http://www.coffeebeankorea.com
스타벅스 아크로힐스논현점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F25B3F5FB091A4A3B986049CAA0329873	3.0	37.5090020498856	127.040350697045	서울 강남구 봉은사로 304	NULL	월~금 07:00 ~ 22:00 / 토,일 07:00 ~ 21:00	http://www.starbucks.co.kr
반지만들기 반지공방 8그램	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F6171CDBBE8E94113B6A13CE6B773BB86	4.2	37.50223399453354	127.02658590001938	서울 강남구 봉은사로2길 37	02-508-8988	매일 11:00 ~ 21:30	http://blog.naver.com/cafe_8gram
탐앤탐스 역삼점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F72C76D07335442AB85A50293970AB529	3.2	37.495420471560514	127.03981416167038	서울 강남구 논현로 338	02-3452-4565	매일 00:00 ~ 24:00	https://www.tomntoms.com
마스터키 강남점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Fa71d8a87533d277d7fa723e4ed63767ce749cede	3.6	37.5033114706965	127.027142707569	서울 강남구 봉은사로6길 26	02-558-6685	NULL	http://www.master-key.co.kr
스타벅스 강남오거리점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F887B3BAC645D4275A1B756443A8B5EAF	3.9	37.5021150424068	127.026671808376	서울 강남구 봉은사로2길 39	1522-3232	월~금 07:00 ~ 21:30 / 토 08:00 ~ 22:00 / 일 09:00 ~ 22:00	http://www.starbucks.co.kr
셀렉티드마롱	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F2E75469E509F4AED90EE4696270DF11F	4.0	37.4961925947187	127.030917132353	서울 강남구 테헤란로4길 37	070-4284-5104	월~금 08:00 ~ 22:00 / 토,일 11:00 ~ 22:00	https://www.instagram.com/sltdmlng/
설빙 강남역점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBE0DF51FCBD24B05AE68EBF1E5500A6E	2.1	37.50113103589973	127.02714644191718	서울 강남구 테헤란로1길 42	02-558-7708	매일 10:30 ~ 22:30	http://www.sulbing.com
카페봄	NULL	4.4	37.50460394942532	127.04371182149568	서울 강남구 테헤란로43길 19	02-554-0613	NULL	NULL
라스트이스케이프	NULL	NULL	37.50080281636902	127.0282274714139	서울 강남구 강남대로98길 20	02-567-3399	매일 10:00 ~ 22:50	http://lastescape.co.kr/
투썸플레이스 테헤란선릉역점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0C362C896C3D4A9BAB9F59101BFC8E03	2.7	37.50332119122835	127.04766373064494	서울 강남구 선릉로89길 16	02-501-0025	월~금 07:00 ~ 23:30 / 토 07:30 ~ 22:30 / 일 08:00 ~ 22:30	http://www.twosome.co.kr
크라프트카페	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F88BAA453916C4BA5AE8C4D4A90B6F58C	3.9	37.5033363584559	127.028585804312	서울 강남구 강남대로102길 38-5	070-4667-2436	매일 11:00 ~ 23:00	http://blog.naver.com/craftcafe01
카페레꼴뜨	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FAF0C3741305D4E2A80E4D5813E63AEBC	4.3	37.5091382293923	127.042554024552	서울 강남구 봉은사로50길 10	070-7777-7675	월~금 08:00 ~ 20:00 / 토,일 10:00 ~ 20:00 / 매일 라스트오더 ~ 19:30	https://www.instagram.com/cafe.recolte/
투썸플레이스 역삼성홍타워점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F8F3B51CA505F454C981CAE2D22469873	3.0	37.49963981150864	127.03430330955013	서울 강남구 테헤란로 138	02-508-2388	월~금 07:00 ~ 22:00 / 토,일 08:00 ~ 22:00	http://www.twosome.co.kr
커피빈 신논현역점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F493739e929bd658d3b00620db2bcfdbf4a246518%3Foriginal	4.2	37.5045407953024	127.025559802073	서울 강남구 봉은사로 108	02-569-9061	월~금 07:00 ~ 23:00 / 토 08:00 ~ 23:00 / 일 08:00 ~ 22:00	http://www.coffeebeankorea.com
두젠틀 강남점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0F76497B0DB2439EB1B4EAA302BF29D0	3.8	37.50406423139959	127.03571903057644	서울 강남구 논현로 534	02-6259-1436	매일 13:00 ~ 21:00(유치원 11시 오픈)	https://www.instagram.com/dogentle_gangnam
스타벅스 도곡공원점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD70BF422A4494800B9B8CCC6C9527B09	4.1	37.4928052373632	127.041305413122	서울 강남구 도곡로 205	1522-3232	월~금 07:00 ~ 22:00 / 토,일 08:00 ~ 21:00	http://www.starbucks.co.kr
타우너스에스프레소바 역삼점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F10B9BDC20F394764AF96BEEC038CD920	4.0	37.4984604586838	127.039840654823	서울 강남구 테헤란로28길 41	02-2135-1467	월~금 08:00 ~ 24:00 / 토,일 09:00 ~ 22:00	https://towners.co.kr/
퓨	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F87F81C05C624478D89643069CAA8930F	5.0	37.5057750842007	127.033164954477	서울 강남구 논현로105길 13	02-555-8958	월~금 08:00 ~ 22:00 / 토,일 09:00 ~ 18:00	https://cafepur.modoo.at/
커피스미스 본사점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F53E94828CE8B42998760EC585A4C6FE1	4.4	37.4972950957926	127.032157004364	서울 강남구 테헤란로8길 25	02-566-6740	월~금 08:00 ~ 02:00 / 토,일 08:00 ~ 23:00	http://coffeesmith.co.kr
설빙 선릉점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA4815CC372F9418D8FE249DE64011D7B	4.3	37.50300924201736	127.04816001565428	서울 강남구 테헤란로52길 17	02-564-9192	매일 12:00 ~ 23:00	http://www.sulbing.com
프라텔리	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FEA526669D694461C82FEA1014C8B4191	4.0	37.5028429995628	127.026916350165	서울 강남구 봉은사로4길 31	010-5025-0261	매일 12:00 ~ 23:00	https://www.instagram.com/fratelli_odt
바나프레소 강남점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F550957F417DF46E688D5D2519EAF4272	3.9	37.4950881315328	127.0302562769444	서울 강남구 테헤란로4길 46	070-8998-8922	매일 06:30 ~ 22:30	http://www.banapresso.com
스타벅스 국기원사거리점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F40BB7A4A9106461AAF3BD50D97730B95	4.2	37.4996054052968	127.031678497624	서울 강남구 테헤란로 125	1522-3232	월~금 07:00 ~ 22:00 / 토 08:00 ~ 21:00 / 일 09:00 ~ 21:00	http://www.starbucks.co.kr
이디야커피 역삼역점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1567CB4F500A67DF1F	3.4	37.5017704056094	127.035271223302	서울 강남구 테헤란로25길 17	02-3454-0045	월~금 08:00 ~ 21:00 / 토 09:00 ~ 19:00 / 일 12:00 ~ 17:00	http://www.ediya.com
투썸플레이스 역삼역점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBD099AEA05DA4B248CA148B50678B141	3.6	37.50240566234112	127.0380219498173	서울 강남구 테헤란로27길 16	02-555-2348	월~금 08:00 ~ 22:20 / 토 12:00 ~ 22:00 / 일 12:00 ~ 21:00	http://www.twosome.co.kr
스타벅스 언주역점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4C2B433D7FDC4631A88C85A30FDD486B	3.2	37.507770715347	127.036540781248	서울 강남구 봉은사로 222	1522-3232	월~금 07:00 ~ 20:00 / 토,일 09:00 ~ 20:00	https://www.starbucks.co.kr
커피빈 역삼점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FC0E6F3B780B54AA8AEC28B585FFF794E	4.5	37.5023394533886	127.036547181651	서울 강남구 논현로 512	02-569-8051	월~금 07:00 ~ 23:00 / 토 08:00 ~ 23:00 / 일 08:00 ~ 22:00	http://www.coffeebeankorea.com
프레임바이로찌	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F3692173F616D4ED49C555751441A0F87	3.4	37.503834421735	127.025491704022	서울 강남구 봉은사로2길 12	NULL	월~토 10:30 ~ 23:00 / 일 11:00 ~ 22:00 / 월~토 라스트오더 ~ 22:40 / 일 라스트오더 ~ 21:40	NULL
세라젬웰카페 서울대치직영점	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6FC7732AE738401D9464C5C3A61376CD	4.7	37.49838380164143	127.05165822383763	서울 강남구 선릉로 323	02-6951-0325	매일 11:00 ~ 20:00	http://www.ceragem.co.kr
강남타로매니아	//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E544309B3454801985AA1FCABD9428C	3.7	37.500287605379405	127.02753064274846	서울 강남구 테헤란로1길 30	02-6052-8873	매일 11:00 ~ 22:30	http://tarotmania.co.kr
